"year","zone","band","measure","value"
"2011","S01001795","Band A","Count",0
"2004","S01001795","Band A","Count",0
"2005","S01001795","Band A","Count",0
"2008","S01001795","Band A","Count",1
"2007","S01001795","Band A","Count",1
"2013","S01001795","Band A","Count",0
"2003","S01001795","Band B","Count",6
"2005","S01001795","Band B","Count",5
"2006","S01001795","Band B","Count",5
"2007","S01001795","Band B","Count",5
"2008","S01001795","Band B","Count",6
"2009","S01001795","Band B","Count",6
"2013","S01001795","Band B","Count",6
"2012","S01001795","Band B","Count",6
"2004","S01001795","Band B","Count",6
"2010","S01001795","Band B","Count",6
"2011","S01001795","Band B","Count",6
"2008","S01001795","Band C","Count",54
"2004","S01001795","Band C","Count",55
"2010","S01001795","Band C","Count",54
"2007","S01001795","Band C","Count",54
"2005","S01001795","Band C","Count",55
"2006","S01001795","Band C","Count",54
"2011","S01001795","Band C","Count",54
"2012","S01001795","Band C","Count",54
"2013","S01001795","Band C","Count",55
"2003","S01001795","Band C","Count",55
"2009","S01001795","Band C","Count",54
"2005","S01001795","Band D","Count",29
"2007","S01001795","Band D","Count",28
"2011","S01001795","Band D","Count",29
"2008","S01001795","Band D","Count",29
"2003","S01001795","Band D","Count",29
"2013","S01001795","Band D","Count",29
"2009","S01001795","Band D","Count",29
"2012","S01001795","Band D","Count",29
"2010","S01001795","Band D","Count",29
"2006","S01001795","Band D","Count",30
"2004","S01001795","Band D","Count",29
"2005","S01001795","Band E","Count",50
"2004","S01001795","Band E","Count",50
"2004","S01001795","Band A","Ratio",0
"2011","S01001795","Band A","Ratio",0
"2010","S01001795","Band A","Ratio",0
"2008","S01001795","Bands A-C","Ratio","24.5"
"2004","S01001795","Bands A-C","Ratio","24.8"
"2012","S01001795","Band A","Ratio",0
"2013","S01001795","Bands A-C","Ratio","24.3"
"2007","S01001795","Bands A-C","Ratio","24.39"
"2009","S01001795","Bands D-E","Ratio","32.26"
"2006","S01001795","Bands D-E","Ratio","32.27"
"2009","S01001795","Band A","Ratio","0.4"
"2008","S01001795","Band A","Ratio","0.4"
"2008","S01001795","Bands D-E","Ratio","32.13"
"2005","S01001795","Band A","Ratio",0
"2011","S01001795","Bands D-E","Ratio","32.11"
"2013","S01001795","Band A","Ratio",0
"2005","S01001795","Bands D-E","Ratio","32.24"
"2007","S01001795","Band A","Ratio","0.41"
"2003","S01001795","Band A","Ratio","0.4"
"2006","S01001795","Band A","Ratio",0
"2010","S01001795","Bands D-E","Ratio","32.52"
"2012","S01001795","Bands D-E","Ratio","32.11"
"2013","S01001795","Bands D-E","Ratio","31.47"
"2007","S01001795","Bands D-E","Ratio","32.11"
"2004","S01001795","Bands F-H","Ratio","43.09"
"2011","S01001795","Bands F-H","Ratio","43.5"
"2010","S01001795","Bands F-H","Ratio","43.09"
"2009","S01001795","Bands F-H","Ratio","43.15"
"2008","S01001795","Bands F-H","Ratio","43.37"
"2007","S01001795","Bands F-H","Ratio","43.5"
"2013","S01001795","Bands F-H","Ratio","44.22"
"2006","S01001795","Bands F-H","Ratio","44.22"
"2003","S01001795","Bands F-H","Ratio","42.34"
"2005","S01001795","Bands F-H","Ratio","43.27"
"2012","S01001795","Bands F-H","Ratio","43.5"
"2003","S01001795","Bands A-C","Ratio",25
"2011","S01001795","Bands A-C","Ratio","24.39"
"2006","S01001795","Bands A-C","Ratio","23.51"
"2005","S01001795","Bands A-C","Ratio","24.49"
"2009","S01001795","Bands A-C","Ratio","24.6"
"2012","S01001795","Bands A-C","Ratio","24.39"
"2010","S01001795","Bands A-C","Ratio","24.39"
"2010","S01001796","Band A","Count",0
"2006","S01001796","Band A","Count",0
"2007","S01001796","Band E","Count",21
"2012","S01001796","Band E","Count",21
"2008","S01001796","Band E","Count",21
"2011","S01001796","Band E","Count",21
"2013","S01001796","Band E","Count",21
"2009","S01001796","Band E","Count",21
"2006","S01001796","Band E","Count",21
"2003","S01001796","Band E","Count",21
"2010","S01001796","Band E","Count",21
"2013","S01001796","Band F","Count",84
"2005","S01001796","Band F","Count",87
"2006","S01001796","Band F","Count",86
"2009","S01001796","Band F","Count",85
"2011","S01001796","Band F","Count",84
"2012","S01001796","Band F","Count",84
"2007","S01001796","Band F","Count",86
"2010","S01001796","Band F","Count",84
"2003","S01001796","Band F","Count",87
"2008","S01001796","Band F","Count",85
"2004","S01001796","Band F","Count",87
"2003","S01001796","Band G","Count",201
"2004","S01001796","Band G","Count",201
"2013","S01001796","Band G","Count",204
"2009","S01001796","Band G","Count",203
"2008","S01001796","Band G","Count",203
"2005","S01001796","Band G","Count",201
"2007","S01001796","Band G","Count",202
"2006","S01001796","Band G","Count",202
"2012","S01001796","Band G","Count",204
"2011","S01001796","Band G","Count",204
"2010","S01001796","Band G","Count",204
"2004","S01001796","Band H","Count",11
"2005","S01001796","Band H","Count",11
"2006","S01001796","Band H","Count",12
"2007","S01001796","Band H","Count",13
"2008","S01001796","Band H","Count",13
"2009","S01001796","Band H","Count",13
"2010","S01001796","Band H","Count",13
"2011","S01001796","Band H","Count",13
"2012","S01001796","Band H","Count",13
"2013","S01001796","Band H","Count",13
"2003","S01001796","Band H","Count",11
"2009","S01001796","Band A","Count",0
"2012","S01001796","Band A","Count",0
"2003","S01001796","Band A","Count",0
"2011","S01001796","Band A","Count",0
"2004","S01001796","Band A","Count",0
"2005","S01001796","Band A","Count",0
"2008","S01001796","Band A","Count",0
"2007","S01001796","Band A","Count",0
"2013","S01001796","Band A","Count",0
"2003","S01001796","Band B","Count",13
"2005","S01001796","Band B","Count",13
"2006","S01001796","Band B","Count",13
"2007","S01001796","Band B","Count",13
"2008","S01001796","Band B","Count",0
"2009","S01001796","Band B","Count",0
"2013","S01001796","Band B","Count",0
"2012","S01001796","Band B","Count",0
"2004","S01001796","Band B","Count",13
"2010","S01001796","Band B","Count",0
"2011","S01001796","Band B","Count",0
"2008","S01001796","Band C","Count",0
"2004","S01001796","Band C","Count",0
"2010","S01001796","Band C","Count",0
"2007","S01001796","Band C","Count",0
"2005","S01001796","Band C","Count",0
"2006","S01001796","Band C","Count",0
"2011","S01001796","Band C","Count",0
"2012","S01001796","Band C","Count",0
"2013","S01001796","Band C","Count",0
"2003","S01001796","Band C","Count",0
"2009","S01001796","Band C","Count",0
"2005","S01001796","Band D","Count",3
"2007","S01001796","Band D","Count",3
"2011","S01001796","Band D","Count",3
"2008","S01001796","Band D","Count",3
"2003","S01001796","Band D","Count",3
"2013","S01001796","Band D","Count",3
"2009","S01001796","Band D","Count",3
"2012","S01001796","Band D","Count",3
"2010","S01001796","Band D","Count",3
"2006","S01001796","Band D","Count",3
"2004","S01001796","Band D","Count",3
"2005","S01001796","Band E","Count",21
"2004","S01001796","Band E","Count",21
"2004","S01001796","Band A","Ratio",0
"2011","S01001796","Band A","Ratio",0
"2010","S01001796","Band A","Ratio",0
"2008","S01001796","Bands A-C","Ratio",0
"2004","S01001796","Bands A-C","Ratio","3.87"
"2012","S01001796","Band A","Ratio",0
"2013","S01001796","Bands A-C","Ratio",0
"2007","S01001796","Bands A-C","Ratio","3.85"
"2009","S01001796","Bands D-E","Ratio","7.38"
"2006","S01001796","Bands D-E","Ratio","7.12"
"2009","S01001796","Band A","Ratio",0
"2008","S01001796","Band A","Ratio",0
"2008","S01001796","Bands D-E","Ratio","7.38"
"2005","S01001796","Band A","Ratio",0
"2011","S01001796","Bands D-E","Ratio","7.38"
"2013","S01001796","Band A","Ratio",0
"2005","S01001796","Bands D-E","Ratio","7.14"
"2007","S01001796","Band A","Ratio",0
"2003","S01001796","Band A","Ratio",0
"2006","S01001796","Band A","Ratio",0
"2010","S01001796","Bands D-E","Ratio","7.38"
"2012","S01001796","Bands D-E","Ratio","7.38"
"2013","S01001796","Bands D-E","Ratio","7.38"
"2007","S01001796","Bands D-E","Ratio","7.1"
"2004","S01001796","Bands F-H","Ratio","88.99"
"2011","S01001796","Bands F-H","Ratio","92.62"
"2010","S01001796","Bands F-H","Ratio","92.62"
"2009","S01001796","Bands F-H","Ratio","92.62"
"2008","S01001796","Bands F-H","Ratio","92.62"
"2007","S01001796","Bands F-H","Ratio","89.05"
"2013","S01001796","Bands F-H","Ratio","92.62"
"2006","S01001796","Bands F-H","Ratio","89.02"
"2003","S01001796","Bands F-H","Ratio","88.99"
"2005","S01001796","Bands F-H","Ratio","88.99"
"2012","S01001796","Bands F-H","Ratio","92.62"
"2003","S01001796","Bands A-C","Ratio","3.87"
"2011","S01001796","Bands A-C","Ratio",0
"2006","S01001796","Bands A-C","Ratio","3.86"
"2005","S01001796","Bands A-C","Ratio","3.87"
"2009","S01001796","Bands A-C","Ratio",0
"2012","S01001796","Bands A-C","Ratio",0
"2010","S01001796","Bands A-C","Ratio",0
"2010","S01001797","Band A","Count",0
"2006","S01001797","Band A","Count",0
"2007","S01001797","Band E","Count",17
"2012","S01001797","Band E","Count",17
"2008","S01001797","Band E","Count",17
"2011","S01001797","Band E","Count",17
"2013","S01001797","Band E","Count",17
"2009","S01001797","Band E","Count",17
"2006","S01001797","Band E","Count",17
"2003","S01001797","Band E","Count",17
"2010","S01001797","Band E","Count",17
"2013","S01001797","Band F","Count",2
"2005","S01001797","Band F","Count",2
"2006","S01001797","Band F","Count",2
"2009","S01001797","Band F","Count",2
"2011","S01001797","Band F","Count",2
"2012","S01001797","Band F","Count",2
"2007","S01001797","Band F","Count",2
"2010","S01001797","Band F","Count",2
"2003","S01001797","Band F","Count",2
"2008","S01001797","Band F","Count",2
"2004","S01001797","Band F","Count",2
"2003","S01001797","Band G","Count",4
"2004","S01001797","Band G","Count",4
"2013","S01001797","Band G","Count",4
"2009","S01001797","Band G","Count",4
"2008","S01001797","Band G","Count",4
"2005","S01001797","Band G","Count",4
"2007","S01001797","Band G","Count",4
"2006","S01001797","Band G","Count",4
"2012","S01001797","Band G","Count",4
"2011","S01001797","Band G","Count",4
"2010","S01001797","Band G","Count",4
"2004","S01001797","Band H","Count",1
"2005","S01001797","Band H","Count",1
"2006","S01001797","Band H","Count",1
"2007","S01001797","Band H","Count",1
"2008","S01001797","Band H","Count",1
"2009","S01001797","Band H","Count",1
"2010","S01001797","Band H","Count",1
"2011","S01001797","Band H","Count",1
"2012","S01001797","Band H","Count",1
"2013","S01001797","Band H","Count",1
"2003","S01001797","Band H","Count",1
"2009","S01001797","Band A","Count",0
"2012","S01001797","Band A","Count",0
"2003","S01001797","Band A","Count",0
"2011","S01001797","Band A","Count",0
"2004","S01001797","Band A","Count",0
"2005","S01001797","Band A","Count",0
"2008","S01001797","Band A","Count",0
"2007","S01001797","Band A","Count",0
"2013","S01001797","Band A","Count",0
"2003","S01001797","Band B","Count",149
"2005","S01001797","Band B","Count",149
"2006","S01001797","Band B","Count",150
"2007","S01001797","Band B","Count",150
"2008","S01001797","Band B","Count",150
"2009","S01001797","Band B","Count",150
"2013","S01001797","Band B","Count",149
"2012","S01001797","Band B","Count",149
"2004","S01001797","Band B","Count",149
"2010","S01001797","Band B","Count",150
"2011","S01001797","Band B","Count",149
"2008","S01001797","Band C","Count",108
"2004","S01001797","Band C","Count",108
"2010","S01001797","Band C","Count",108
"2007","S01001797","Band C","Count",108
"2005","S01001797","Band C","Count",108
"2006","S01001797","Band C","Count",108
"2011","S01001797","Band C","Count",108
"2012","S01001797","Band C","Count",109
"2013","S01001797","Band C","Count",109
"2003","S01001797","Band C","Count",108
"2009","S01001797","Band C","Count",108
"2005","S01001797","Band D","Count",47
"2007","S01001797","Band D","Count",47
"2011","S01001797","Band D","Count",48
"2008","S01001797","Band D","Count",47
"2003","S01001797","Band D","Count",47
"2013","S01001797","Band D","Count",48
"2009","S01001797","Band D","Count",47
"2012","S01001797","Band D","Count",47
"2010","S01001797","Band D","Count",47
"2006","S01001797","Band D","Count",47
"2004","S01001797","Band D","Count",47
"2005","S01001797","Band E","Count",17
"2004","S01001797","Band E","Count",17
"2004","S01001797","Band A","Ratio",0
"2011","S01001797","Band A","Ratio",0
"2010","S01001797","Band A","Ratio",0
"2008","S01001797","Bands A-C","Ratio","78.42"
"2004","S01001797","Bands A-C","Ratio","78.35"
"2012","S01001797","Band A","Ratio",0
"2013","S01001797","Bands A-C","Ratio","78.18"
"2007","S01001797","Bands A-C","Ratio","78.42"
"2009","S01001797","Bands D-E","Ratio","19.45"
"2006","S01001797","Bands D-E","Ratio","19.45"
"2009","S01001797","Band A","Ratio",0
"2008","S01001797","Band A","Ratio",0
"2008","S01001797","Bands D-E","Ratio","19.45"
"2005","S01001797","Band A","Ratio",0
"2011","S01001797","Bands D-E","Ratio","19.76"
"2013","S01001797","Band A","Ratio",0
"2005","S01001797","Bands D-E","Ratio","19.51"
"2007","S01001797","Band A","Ratio",0
"2003","S01001797","Band A","Ratio",0
"2006","S01001797","Band A","Ratio",0
"2010","S01001797","Bands D-E","Ratio","19.45"
"2012","S01001797","Bands D-E","Ratio","19.45"
"2013","S01001797","Bands D-E","Ratio","19.7"
"2007","S01001797","Bands D-E","Ratio","19.45"
"2004","S01001797","Bands F-H","Ratio","2.13"
"2011","S01001797","Bands F-H","Ratio","2.13"
"2010","S01001797","Bands F-H","Ratio","2.13"
"2009","S01001797","Bands F-H","Ratio","2.13"
"2008","S01001797","Bands F-H","Ratio","2.13"
"2007","S01001797","Bands F-H","Ratio","2.13"
"2013","S01001797","Bands F-H","Ratio","2.12"
"2006","S01001797","Bands F-H","Ratio","2.13"
"2003","S01001797","Bands F-H","Ratio","2.13"
"2005","S01001797","Bands F-H","Ratio","2.13"
"2012","S01001797","Bands F-H","Ratio","2.13"
"2003","S01001797","Bands A-C","Ratio","78.35"
"2011","S01001797","Bands A-C","Ratio","78.12"
"2006","S01001797","Bands A-C","Ratio","78.42"
"2005","S01001797","Bands A-C","Ratio","78.35"
"2009","S01001797","Bands A-C","Ratio","78.42"
"2012","S01001797","Bands A-C","Ratio","78.42"
"2010","S01001797","Bands A-C","Ratio","78.42"
"2010","S01001798","Band A","Count",0
"2006","S01001798","Band A","Count",0
"2007","S01001798","Band E","Count",57
"2012","S01001798","Band E","Count",61
"2008","S01001798","Band E","Count",57
"2011","S01001798","Band E","Count",61
"2013","S01001798","Band E","Count",61
"2009","S01001798","Band E","Count",61
"2006","S01001798","Band E","Count",57
"2003","S01001798","Band E","Count",57
"2010","S01001798","Band E","Count",61
"2013","S01001798","Band F","Count",120
"2005","S01001798","Band F","Count",123
"2006","S01001798","Band F","Count",123
"2009","S01001798","Band F","Count",121
"2011","S01001798","Band F","Count",120
"2012","S01001798","Band F","Count",120
"2007","S01001798","Band F","Count",124
"2010","S01001798","Band F","Count",120
"2003","S01001798","Band F","Count",123
"2008","S01001798","Band F","Count",125
"2004","S01001798","Band F","Count",123
"2003","S01001798","Band G","Count",128
"2004","S01001798","Band G","Count",128
"2013","S01001798","Band G","Count",127
"2009","S01001798","Band G","Count",126
"2008","S01001798","Band G","Count",126
"2005","S01001798","Band G","Count",128
"2007","S01001798","Band G","Count",126
"2006","S01001798","Band G","Count",128
"2012","S01001798","Band G","Count",127
"2011","S01001798","Band G","Count",127
"2010","S01001798","Band G","Count",127
"2004","S01001798","Band H","Count",34
"2005","S01001798","Band H","Count",34
"2006","S01001798","Band H","Count",34
"2007","S01001798","Band H","Count",34
"2008","S01001798","Band H","Count",34
"2009","S01001798","Band H","Count",34
"2010","S01001798","Band H","Count",34
"2011","S01001798","Band H","Count",34
"2012","S01001798","Band H","Count",34
"2013","S01001798","Band H","Count",34
"2003","S01001798","Band H","Count",34
"2009","S01001798","Band A","Count",0
"2012","S01001798","Band A","Count",0
"2003","S01001798","Band A","Count",0
"2011","S01001798","Band A","Count",0
"2004","S01001798","Band A","Count",0
"2005","S01001798","Band A","Count",0
"2008","S01001798","Band A","Count",0
"2007","S01001798","Band A","Count",0
"2013","S01001798","Band A","Count",0
"2003","S01001798","Band B","Count",0
"2005","S01001798","Band B","Count",0
"2006","S01001798","Band B","Count",0
"2007","S01001798","Band B","Count",0
"2008","S01001798","Band B","Count",0
"2009","S01001798","Band B","Count",0
"2013","S01001798","Band B","Count",0
"2012","S01001798","Band B","Count",0
"2004","S01001798","Band B","Count",0
"2010","S01001798","Band B","Count",0
"2011","S01001798","Band B","Count",0
"2008","S01001798","Band C","Count",1
"2004","S01001798","Band C","Count",1
"2010","S01001798","Band C","Count",2
"2007","S01001798","Band C","Count",1
