"year","zone","band","measure","value"
"2006","S01002080","Bands D-E","Ratio","24.36"
"2009","S01002080","Band A","Ratio","0.25"
"2008","S01002080","Band A","Ratio","0.25"
"2008","S01002080","Bands D-E","Ratio","15.48"
"2005","S01002080","Band A","Ratio","0.21"
"2011","S01002080","Bands D-E","Ratio","15.82"
"2013","S01002080","Band A","Ratio","0.26"
"2005","S01002080","Bands D-E","Ratio","24.15"
"2007","S01002080","Band A","Ratio","0.25"
"2003","S01002080","Band A","Ratio","0.21"
"2006","S01002080","Band A","Ratio","0.21"
"2010","S01002080","Bands D-E","Ratio","15.78"
"2012","S01002080","Bands D-E","Ratio","15.82"
"2013","S01002080","Bands D-E","Ratio","15.82"
"2007","S01002080","Bands D-E","Ratio","15.23"
"2004","S01002080","Bands F-H","Ratio","71.37"
"2011","S01002080","Bands F-H","Ratio","79.59"
"2010","S01002080","Bands F-H","Ratio","79.39"
"2009","S01002080","Bands F-H","Ratio","79.39"
"2008","S01002080","Bands F-H","Ratio","79.44"
"2007","S01002080","Bands F-H","Ratio","79.7"
"2013","S01002080","Bands F-H","Ratio","79.59"
"2006","S01002080","Bands F-H","Ratio","71.37"
"2003","S01002080","Bands F-H","Ratio","71.37"
"2005","S01002080","Bands F-H","Ratio","71.58"
"2012","S01002080","Bands F-H","Ratio","79.59"
"2003","S01002080","Bands A-C","Ratio","4.27"
"2011","S01002080","Bands A-C","Ratio","4.59"
"2006","S01002080","Bands A-C","Ratio","4.27"
"2005","S01002080","Bands A-C","Ratio","4.27"
"2009","S01002080","Bands A-C","Ratio","4.83"
"2012","S01002080","Bands A-C","Ratio","4.59"
"2010","S01002080","Bands A-C","Ratio","4.83"
"2010","S01002081","Band A","Count",0
"2006","S01002081","Band A","Count",0
"2007","S01002081","Band E","Count",93
"2012","S01002081","Band E","Count",93
"2008","S01002081","Band E","Count",92
"2011","S01002081","Band E","Count",92
"2013","S01002081","Band E","Count",93
"2009","S01002081","Band E","Count",92
"2006","S01002081","Band E","Count",93
"2003","S01002081","Band E","Count",92
"2010","S01002081","Band E","Count",92
"2013","S01002081","Band F","Count",37
"2005","S01002081","Band F","Count",37
"2006","S01002081","Band F","Count",37
"2009","S01002081","Band F","Count",37
"2011","S01002081","Band F","Count",37
"2012","S01002081","Band F","Count",37
"2007","S01002081","Band F","Count",37
"2010","S01002081","Band F","Count",37
"2003","S01002081","Band F","Count",37
"2008","S01002081","Band F","Count",37
"2004","S01002081","Band F","Count",37
"2003","S01002081","Band G","Count",0
"2004","S01002081","Band G","Count",0
"2013","S01002081","Band G","Count",0
"2009","S01002081","Band G","Count",0
"2008","S01002081","Band G","Count",0
"2005","S01002081","Band G","Count",0
"2007","S01002081","Band G","Count",0
"2006","S01002081","Band G","Count",0
"2012","S01002081","Band G","Count",0
"2011","S01002081","Band G","Count",0
"2010","S01002081","Band G","Count",0
"2004","S01002081","Band H","Count",0
"2005","S01002081","Band H","Count",0
"2006","S01002081","Band H","Count",0
"2007","S01002081","Band H","Count",0
"2008","S01002081","Band H","Count",0
"2009","S01002081","Band H","Count",0
"2010","S01002081","Band H","Count",0
"2011","S01002081","Band H","Count",0
"2012","S01002081","Band H","Count",0
"2013","S01002081","Band H","Count",0
"2003","S01002081","Band H","Count",0
"2009","S01002081","Band A","Count",0
"2012","S01002081","Band A","Count",0
"2003","S01002081","Band A","Count",0
"2011","S01002081","Band A","Count",0
"2004","S01002081","Band A","Count",0
"2005","S01002081","Band A","Count",0
"2008","S01002081","Band A","Count",0
"2007","S01002081","Band A","Count",0
"2013","S01002081","Band A","Count",0
"2003","S01002081","Band B","Count",8
"2005","S01002081","Band B","Count",8
"2006","S01002081","Band B","Count",8
"2007","S01002081","Band B","Count",8
"2008","S01002081","Band B","Count",8
"2009","S01002081","Band B","Count",8
"2013","S01002081","Band B","Count",8
"2012","S01002081","Band B","Count",8
"2004","S01002081","Band B","Count",8
"2010","S01002081","Band B","Count",8
"2011","S01002081","Band B","Count",8
"2008","S01002081","Band C","Count",135
"2004","S01002081","Band C","Count",135
"2010","S01002081","Band C","Count",135
"2007","S01002081","Band C","Count",135
"2005","S01002081","Band C","Count",135
"2006","S01002081","Band C","Count",135
"2011","S01002081","Band C","Count",135
"2012","S01002081","Band C","Count",135
"2013","S01002081","Band C","Count",135
"2003","S01002081","Band C","Count",135
"2009","S01002081","Band C","Count",135
"2005","S01002081","Band D","Count",108
"2007","S01002081","Band D","Count",109
"2011","S01002081","Band D","Count",109
"2008","S01002081","Band D","Count",109
"2003","S01002081","Band D","Count",107
"2013","S01002081","Band D","Count",111
"2009","S01002081","Band D","Count",109
"2012","S01002081","Band D","Count",111
"2010","S01002081","Band D","Count",109
"2006","S01002081","Band D","Count",108
"2004","S01002081","Band D","Count",108
"2005","S01002081","Band E","Count",94
"2004","S01002081","Band E","Count",93
"2004","S01002081","Band A","Ratio",0
"2011","S01002081","Band A","Ratio",0
"2010","S01002081","Band A","Ratio",0
"2008","S01002081","Bands A-C","Ratio","37.53"
"2004","S01002081","Bands A-C","Ratio","37.53"
"2012","S01002081","Band A","Ratio",0
"2013","S01002081","Bands A-C","Ratio","37.24"
"2007","S01002081","Bands A-C","Ratio","37.43"
"2009","S01002081","Bands D-E","Ratio","52.76"
"2006","S01002081","Bands D-E","Ratio","52.76"
"2009","S01002081","Band A","Ratio",0
"2008","S01002081","Band A","Ratio",0
"2008","S01002081","Bands D-E","Ratio","52.76"
"2005","S01002081","Band A","Ratio",0
"2011","S01002081","Bands D-E","Ratio","52.76"
"2013","S01002081","Band A","Ratio",0
"2005","S01002081","Bands D-E","Ratio","52.88"
"2007","S01002081","Band A","Ratio",0
"2003","S01002081","Band A","Ratio",0
"2006","S01002081","Band A","Ratio",0
"2010","S01002081","Bands D-E","Ratio","52.76"
"2012","S01002081","Bands D-E","Ratio","53.13"
"2013","S01002081","Bands D-E","Ratio","53.12"
"2007","S01002081","Bands D-E","Ratio","52.88"
"2004","S01002081","Bands F-H","Ratio","9.71"
"2011","S01002081","Bands F-H","Ratio","9.71"
"2010","S01002081","Bands F-H","Ratio","9.71"
"2009","S01002081","Bands F-H","Ratio","9.71"
"2008","S01002081","Bands F-H","Ratio","9.71"
"2007","S01002081","Bands F-H","Ratio","9.69"
"2013","S01002081","Bands F-H","Ratio","9.64"
"2006","S01002081","Bands F-H","Ratio","9.71"
"2003","S01002081","Bands F-H","Ratio","9.76"
"2005","S01002081","Bands F-H","Ratio","9.69"
"2012","S01002081","Bands F-H","Ratio","9.64"
"2003","S01002081","Bands A-C","Ratio","37.73"
"2011","S01002081","Bands A-C","Ratio","37.53"
"2006","S01002081","Bands A-C","Ratio","37.53"
"2005","S01002081","Bands A-C","Ratio","37.43"
"2009","S01002081","Bands A-C","Ratio","37.53"
"2012","S01002081","Bands A-C","Ratio","37.24"
"2010","S01002081","Bands A-C","Ratio","37.53"
"2010","S01002082","Band A","Count",0
"2006","S01002082","Band A","Count",0
"2007","S01002082","Band E","Count",213
"2012","S01002082","Band E","Count",216
"2008","S01002082","Band E","Count",214
"2011","S01002082","Band E","Count",215
"2013","S01002082","Band E","Count",215
"2009","S01002082","Band E","Count",214
"2006","S01002082","Band E","Count",213
"2003","S01002082","Band E","Count",213
"2010","S01002082","Band E","Count",215
"2013","S01002082","Band F","Count",127
"2005","S01002082","Band F","Count",120
"2006","S01002082","Band F","Count",122
"2009","S01002082","Band F","Count",126
"2011","S01002082","Band F","Count",126
"2012","S01002082","Band F","Count",126
"2007","S01002082","Band F","Count",126
"2010","S01002082","Band F","Count",126
"2003","S01002082","Band F","Count",120
"2008","S01002082","Band F","Count",126
"2004","S01002082","Band F","Count",120
"2003","S01002082","Band G","Count",0
"2004","S01002082","Band G","Count",0
"2013","S01002082","Band G","Count",0
"2009","S01002082","Band G","Count",0
"2008","S01002082","Band G","Count",0
"2005","S01002082","Band G","Count",0
"2007","S01002082","Band G","Count",0
"2006","S01002082","Band G","Count",0
"2012","S01002082","Band G","Count",0
"2011","S01002082","Band G","Count",0
"2010","S01002082","Band G","Count",0
"2004","S01002082","Band H","Count",0
"2005","S01002082","Band H","Count",0
"2006","S01002082","Band H","Count",0
"2007","S01002082","Band H","Count",0
"2008","S01002082","Band H","Count",0
"2009","S01002082","Band H","Count",0
"2010","S01002082","Band H","Count",0
"2011","S01002082","Band H","Count",0
"2012","S01002082","Band H","Count",0
"2013","S01002082","Band H","Count",0
"2003","S01002082","Band H","Count",0
"2009","S01002082","Band A","Count",0
"2012","S01002082","Band A","Count",0
"2003","S01002082","Band A","Count",0
"2011","S01002082","Band A","Count",0
"2004","S01002082","Band A","Count",0
"2005","S01002082","Band A","Count",0
"2008","S01002082","Band A","Count",0
"2007","S01002082","Band A","Count",0
"2013","S01002082","Band A","Count",0
"2003","S01002082","Band B","Count",24
"2005","S01002082","Band B","Count",24
"2006","S01002082","Band B","Count",24
"2007","S01002082","Band B","Count",24
"2008","S01002082","Band B","Count",24
"2009","S01002082","Band B","Count",12
"2013","S01002082","Band B","Count",12
"2012","S01002082","Band B","Count",12
"2004","S01002082","Band B","Count",24
"2010","S01002082","Band B","Count",12
"2011","S01002082","Band B","Count",12
"2008","S01002082","Band C","Count",100
"2004","S01002082","Band C","Count",100
"2010","S01002082","Band C","Count",101
"2007","S01002082","Band C","Count",100
"2005","S01002082","Band C","Count",100
"2006","S01002082","Band C","Count",100
"2011","S01002082","Band C","Count",101
"2012","S01002082","Band C","Count",101
"2013","S01002082","Band C","Count",101
"2003","S01002082","Band C","Count",100
"2009","S01002082","Band C","Count",100
"2005","S01002082","Band D","Count",93
"2007","S01002082","Band D","Count",94
"2011","S01002082","Band D","Count",94
"2008","S01002082","Band D","Count",94
"2003","S01002082","Band D","Count",92
"2013","S01002082","Band D","Count",95
"2009","S01002082","Band D","Count",94
"2012","S01002082","Band D","Count",95
"2010","S01002082","Band D","Count",94
"2006","S01002082","Band D","Count",94
"2004","S01002082","Band D","Count",93
"2005","S01002082","Band E","Count",213
"2004","S01002082","Band E","Count",213
"2004","S01002082","Band A","Ratio",0
"2011","S01002082","Band A","Ratio",0
"2010","S01002082","Band A","Ratio",0
"2008","S01002082","Bands A-C","Ratio","22.22"
"2004","S01002082","Bands A-C","Ratio","22.55"
"2012","S01002082","Band A","Ratio",0
"2013","S01002082","Bands A-C","Ratio","20.55"
"2007","S01002082","Bands A-C","Ratio","22.26"
"2009","S01002082","Bands D-E","Ratio","56.41"
"2006","S01002082","Bands D-E","Ratio","55.52"
"2009","S01002082","Band A","Ratio",0
"2008","S01002082","Band A","Ratio",0
"2008","S01002082","Bands D-E","Ratio","55.2"
"2005","S01002082","Band A","Ratio",0
"2011","S01002082","Bands D-E","Ratio","56.39"
"2013","S01002082","Band A","Ratio",0
"2005","S01002082","Bands D-E","Ratio","55.64"
"2007","S01002082","Band A","Ratio",0
"2003","S01002082","Band A","Ratio",0
"2006","S01002082","Band A","Ratio",0
"2010","S01002082","Bands D-E","Ratio","56.39"
"2012","S01002082","Bands D-E","Ratio","56.55"
"2013","S01002082","Bands D-E","Ratio","56.36"
"2007","S01002082","Bands D-E","Ratio","55.12"
"2004","S01002082","Bands F-H","Ratio","21.82"
"2011","S01002082","Bands F-H","Ratio","22.99"
"2010","S01002082","Bands F-H","Ratio","22.99"
"2009","S01002082","Bands F-H","Ratio","23.08"
"2008","S01002082","Bands F-H","Ratio","22.58"
"2007","S01002082","Bands F-H","Ratio","22.62"
"2013","S01002082","Bands F-H","Ratio","23.09"
"2006","S01002082","Bands F-H","Ratio","22.06"
"2003","S01002082","Bands F-H","Ratio","21.86"
"2005","S01002082","Bands F-H","Ratio","21.82"
"2012","S01002082","Bands F-H","Ratio","22.91"
"2003","S01002082","Bands A-C","Ratio","22.59"
"2011","S01002082","Bands A-C","Ratio","20.62"
"2006","S01002082","Bands A-C","Ratio","22.42"
"2005","S01002082","Bands A-C","Ratio","22.55"
"2009","S01002082","Bands A-C","Ratio","20.51"
"2012","S01002082","Bands A-C","Ratio","20.55"
"2010","S01002082","Bands A-C","Ratio","20.62"
"2010","S01002083","Band A","Count",40
"2006","S01002083","Band A","Count",40
"2007","S01002083","Band E","Count",4
"2012","S01002083","Band E","Count",3
"2008","S01002083","Band E","Count",3
"2011","S01002083","Band E","Count",3
"2013","S01002083","Band E","Count",3
"2009","S01002083","Band E","Count",3
"2006","S01002083","Band E","Count",4
"2003","S01002083","Band E","Count",5
"2010","S01002083","Band E","Count",3
"2013","S01002083","Band F","Count",4
"2005","S01002083","Band F","Count",4
"2006","S01002083","Band F","Count",4
"2009","S01002083","Band F","Count",4
"2011","S01002083","Band F","Count",4
"2012","S01002083","Band F","Count",4
"2007","S01002083","Band F","Count",4
"2010","S01002083","Band F","Count",4
"2003","S01002083","Band F","Count",4
"2008","S01002083","Band F","Count",4
"2004","S01002083","Band F","Count",3
"2003","S01002083","Band G","Count",1
"2004","S01002083","Band G","Count",1
"2013","S01002083","Band G","Count",1
"2009","S01002083","Band G","Count",1
"2008","S01002083","Band G","Count",1
"2005","S01002083","Band G","Count",1
"2007","S01002083","Band G","Count",1
"2006","S01002083","Band G","Count",1
"2012","S01002083","Band G","Count",1
"2011","S01002083","Band G","Count",1
"2010","S01002083","Band G","Count",1
"2004","S01002083","Band H","Count",0
"2005","S01002083","Band H","Count",0
"2006","S01002083","Band H","Count",0
"2007","S01002083","Band H","Count",0
"2008","S01002083","Band H","Count",0
"2009","S01002083","Band H","Count",0
"2010","S01002083","Band H","Count",0
"2011","S01002083","Band H","Count",0
"2012","S01002083","Band H","Count",0
"2013","S01002083","Band H","Count",0
"2003","S01002083","Band H","Count",0
"2009","S01002083","Band A","Count",40
"2012","S01002083","Band A","Count",40
"2003","S01002083","Band A","Count",40
"2011","S01002083","Band A","Count",40
"2004","S01002083","Band A","Count",40
"2005","S01002083","Band A","Count",40
"2008","S01002083","Band A","Count",40
"2007","S01002083","Band A","Count",40
"2013","S01002083","Band A","Count",40
"2003","S01002083","Band B","Count",114
"2005","S01002083","Band B","Count",114
"2006","S01002083","Band B","Count",114
"2007","S01002083","Band B","Count",114
"2008","S01002083","Band B","Count",114
"2009","S01002083","Band B","Count",114
"2013","S01002083","Band B","Count",114
"2012","S01002083","Band B","Count",114
"2004","S01002083","Band B","Count",114
"2010","S01002083","Band B","Count",114
"2011","S01002083","Band B","Count",114
"2008","S01002083","Band C","Count",119
"2004","S01002083","Band C","Count",119
"2010","S01002083","Band C","Count",119
"2007","S01002083","Band C","Count",119
"2005","S01002083","Band C","Count",119
"2006","S01002083","Band C","Count",119
"2011","S01002083","Band C","Count",119
"2012","S01002083","Band C","Count",119
"2013","S01002083","Band C","Count",119
"2003","S01002083","Band C","Count",119
"2009","S01002083","Band C","Count",119
"2005","S01002083","Band D","Count",17
"2007","S01002083","Band D","Count",17
"2011","S01002083","Band D","Count",18
"2008","S01002083","Band D","Count",18
"2003","S01002083","Band D","Count",17
"2013","S01002083","Band D","Count",18
"2009","S01002083","Band D","Count",18
"2012","S01002083","Band D","Count",18
"2010","S01002083","Band D","Count",18
"2006","S01002083","Band D","Count",17
"2004","S01002083","Band D","Count",17
"2005","S01002083","Band E","Count",4
"2004","S01002083","Band E","Count",5
"2004","S01002083","Band A","Ratio","13.38"
"2011","S01002083","Band A","Ratio","13.38"
"2010","S01002083","Band A","Ratio","13.38"
"2008","S01002083","Bands A-C","Ratio","91.3"
"2004","S01002083","Bands A-C","Ratio","91.3"
"2012","S01002083","Band A","Ratio","13.38"
"2013","S01002083","Bands A-C","Ratio","91.3"
"2007","S01002083","Bands A-C","Ratio","91.3"
"2009","S01002083","Bands D-E","Ratio","7.02"
"2006","S01002083","Bands D-E","Ratio","7.02"
"2009","S01002083","Band A","Ratio","13.38"
"2008","S01002083","Band A","Ratio","13.38"
"2008","S01002083","Bands D-E","Ratio","7.02"
"2005","S01002083","Band A","Ratio","13.38"
"2011","S01002083","Bands D-E","Ratio","7.02"
"2013","S01002083","Band A","Ratio","13.38"
"2005","S01002083","Bands D-E","Ratio","7.02"
"2007","S01002083","Band A","Ratio","13.38"
"2003","S01002083","Band A","Ratio","13.33"
"2006","S01002083","Band A","Ratio","13.38"
"2010","S01002083","Bands D-E","Ratio","7.02"
"2012","S01002083","Bands D-E","Ratio","7.02"
"2013","S01002083","Bands D-E","Ratio","7.02"
"2007","S01002083","Bands D-E","Ratio","7.02"
"2004","S01002083","Bands F-H","Ratio","1.34"
"2011","S01002083","Bands F-H","Ratio","1.67"
"2010","S01002083","Bands F-H","Ratio","1.67"
"2009","S01002083","Bands F-H","Ratio","1.67"
"2008","S01002083","Bands F-H","Ratio","1.67"
"2007","S01002083","Bands F-H","Ratio","1.67"
"2013","S01002083","Bands F-H","Ratio","1.67"
"2006","S01002083","Bands F-H","Ratio","1.67"
"2003","S01002083","Bands F-H","Ratio","1.67"
"2005","S01002083","Bands F-H","Ratio","1.67"
"2012","S01002083","Bands F-H","Ratio","1.67"
"2003","S01002083","Bands A-C","Ratio",91
"2011","S01002083","Bands A-C","Ratio","91.3"
"2006","S01002083","Bands A-C","Ratio","91.3"
"2005","S01002083","Bands A-C","Ratio","91.3"
"2009","S01002083","Bands A-C","Ratio","91.3"
"2012","S01002083","Bands A-C","Ratio","91.3"
"2010","S01002083","Bands A-C","Ratio","91.3"
"2010","S01002084","Band A","Count",3
"2006","S01002084","Band A","Count",3
"2007","S01002084","Band E","Count",141
"2012","S01002084","Band E","Count",142
"2008","S01002084","Band E","Count",141
"2011","S01002084","Band E","Count",141
"2013","S01002084","Band E","Count",143
"2009","S01002084","Band E","Count",142
"2006","S01002084","Band E","Count",141
"2003","S01002084","Band E","Count",80
"2010","S01002084","Band E","Count",140
"2013","S01002084","Band F","Count",27
"2005","S01002084","Band F","Count",27
"2006","S01002084","Band F","Count",27
"2009","S01002084","Band F","Count",27
"2011","S01002084","Band F","Count",21
"2012","S01002084","Band F","Count",27
"2007","S01002084","Band F","Count",27
"2010","S01002084","Band F","Count",21
"2003","S01002084","Band F","Count",10
"2008","S01002084","Band F","Count",27
"2004","S01002084","Band F","Count",27
"2003","S01002084","Band G","Count",3
"2004","S01002084","Band G","Count",3
"2013","S01002084","Band G","Count",3
"2009","S01002084","Band G","Count",3
"2008","S01002084","Band G","Count",3
"2005","S01002084","Band G","Count",3
"2007","S01002084","Band G","Count",3
"2006","S01002084","Band G","Count",3
"2012","S01002084","Band G","Count",3
"2011","S01002084","Band G","Count",3
"2010","S01002084","Band G","Count",3
"2004","S01002084","Band H","Count",0
"2005","S01002084","Band H","Count",0
"2006","S01002084","Band H","Count",1
"2007","S01002084","Band H","Count",2
"2008","S01002084","Band H","Count",2
"2009","S01002084","Band H","Count",2
"2010","S01002084","Band H","Count",0
"2011","S01002084","Band H","Count",0
"2012","S01002084","Band H","Count",0
"2013","S01002084","Band H","Count",0
"2003","S01002084","Band H","Count",0
"2009","S01002084","Band A","Count",3
"2012","S01002084","Band A","Count",3
"2003","S01002084","Band A","Count",3
"2011","S01002084","Band A","Count",3
"2004","S01002084","Band A","Count",3
"2005","S01002084","Band A","Count",3
"2008","S01002084","Band A","Count",3
"2007","S01002084","Band A","Count",3
"2013","S01002084","Band A","Count",3
"2003","S01002084","Band B","Count",71
"2005","S01002084","Band B","Count",71
"2006","S01002084","Band B","Count",71
"2007","S01002084","Band B","Count",71
"2008","S01002084","Band B","Count",71
"2009","S01002084","Band B","Count",83
"2013","S01002084","Band B","Count",83
"2012","S01002084","Band B","Count",83
"2004","S01002084","Band B","Count",71
"2010","S01002084","Band B","Count",83
"2011","S01002084","Band B","Count",83
"2008","S01002084","Band C","Count",83
"2004","S01002084","Band C","Count",83
"2010","S01002084","Band C","Count",83
"2007","S01002084","Band C","Count",83
"2005","S01002084","Band C","Count",83
"2006","S01002084","Band C","Count",83
"2011","S01002084","Band C","Count",83
"2012","S01002084","Band C","Count",83
"2013","S01002084","Band C","Count",83
"2003","S01002084","Band C","Count",83
"2009","S01002084","Band C","Count",92
"2005","S01002084","Band D","Count",131
"2007","S01002084","Band D","Count",131
"2011","S01002084","Band D","Count",132
"2008","S01002084","Band D","Count",131
"2003","S01002084","Band D","Count",130
"2013","S01002084","Band D","Count",132
"2009","S01002084","Band D","Count",143
"2012","S01002084","Band D","Count",132
"2010","S01002084","Band D","Count",132
"2006","S01002084","Band D","Count",131
"2004","S01002084","Band D","Count",131
"2005","S01002084","Band E","Count",141
"2004","S01002084","Band E","Count",139
"2004","S01002084","Band A","Ratio","0.66"
"2011","S01002084","Band A","Ratio","0.64"
"2010","S01002084","Band A","Ratio","0.65"
"2008","S01002084","Bands A-C","Ratio","34.06"
"2004","S01002084","Bands A-C","Ratio","34.35"
"2012","S01002084","Band A","Ratio","0.63"
"2013","S01002084","Bands A-C","Ratio","35.65"
"2007","S01002084","Bands A-C","Ratio","34.06"
"2009","S01002084","Bands D-E","Ratio","57.58"
"2006","S01002084","Bands D-E","Ratio","59.13"
"2009","S01002084","Band A","Ratio","0.61"
"2008","S01002084","Band A","Ratio","0.65"
"2008","S01002084","Bands D-E","Ratio",59
"2005","S01002084","Band A","Ratio","0.65"
"2011","S01002084","Bands D-E","Ratio","58.58"
"2013","S01002084","Band A","Ratio","0.63"
"2005","S01002084","Bands D-E","Ratio","59.26"
"2007","S01002084","Band A","Ratio","0.65"
"2003","S01002084","Band A","Ratio","0.79"
"2006","S01002084","Band A","Ratio","0.65"
"2010","S01002084","Bands D-E","Ratio","58.49"
"2012","S01002084","Bands D-E","Ratio","57.93"
"2013","S01002084","Bands D-E","Ratio","58.02"
"2007","S01002084","Bands D-E","Ratio",59
"2004","S01002084","Bands F-H","Ratio","6.56"
"2011","S01002084","Bands F-H","Ratio","5.15"
"2010","S01002084","Bands F-H","Ratio","5.16"
"2009","S01002084","Bands F-H","Ratio","6.46"
"2008","S01002084","Bands F-H","Ratio","6.94"
"2007","S01002084","Bands F-H","Ratio","6.94"
"2013","S01002084","Bands F-H","Ratio","6.33"
"2006","S01002084","Bands F-H","Ratio","6.74"
"2003","S01002084","Bands F-H","Ratio","3.42"
"2005","S01002084","Bands F-H","Ratio","6.54"
"2012","S01002084","Bands F-H","Ratio","6.34"
"2003","S01002084","Bands A-C","Ratio","41.32"
"2011","S01002084","Bands A-C","Ratio","36.27"
"2006","S01002084","Bands A-C","Ratio","34.13"
"2005","S01002084","Bands A-C","Ratio","34.2"
"2009","S01002084","Bands A-C","Ratio","35.96"
"2012","S01002084","Bands A-C","Ratio","35.73"
"2010","S01002084","Bands A-C","Ratio","36.34"
"2010","S01002085","Band A","Count",5
"2006","S01002085","Band A","Count",5
"2007","S01002085","Band E","Count",94
"2012","S01002085","Band E","Count",94
"2008","S01002085","Band E","Count",94
"2011","S01002085","Band E","Count",93
"2013","S01002085","Band E","Count",93
"2009","S01002085","Band E","Count",94
"2006","S01002085","Band E","Count",81
"2003","S01002085","Band E","Count",80
"2010","S01002085","Band E","Count",92
"2013","S01002085","Band F","Count",12
"2005","S01002085","Band F","Count",11
"2006","S01002085","Band F","Count",11
"2009","S01002085","Band F","Count",12
"2011","S01002085","Band F","Count",12
"2012","S01002085","Band F","Count",12
"2007","S01002085","Band F","Count",12
"2010","S01002085","Band F","Count",12
"2003","S01002085","Band F","Count",11
"2008","S01002085","Band F","Count",12
"2004","S01002085","Band F","Count",11
"2003","S01002085","Band G","Count",0
"2004","S01002085","Band G","Count",0
"2013","S01002085","Band G","Count",0
"2009","S01002085","Band G","Count",0
"2008","S01002085","Band G","Count",0
"2005","S01002085","Band G","Count",0
"2007","S01002085","Band G","Count",0
"2006","S01002085","Band G","Count",0
"2012","S01002085","Band G","Count",0
"2011","S01002085","Band G","Count",0
"2010","S01002085","Band G","Count",0
"2004","S01002085","Band H","Count",0
"2005","S01002085","Band H","Count",0
"2006","S01002085","Band H","Count",0
"2007","S01002085","Band H","Count",0
"2008","S01002085","Band H","Count",0
"2009","S01002085","Band H","Count",0
"2010","S01002085","Band H","Count",0
"2011","S01002085","Band H","Count",0
"2012","S01002085","Band H","Count",0
"2013","S01002085","Band H","Count",0
"2003","S01002085","Band H","Count",0
"2009","S01002085","Band A","Count",5
"2012","S01002085","Band A","Count",6
"2003","S01002085","Band A","Count",5
"2011","S01002085","Band A","Count",5
"2004","S01002085","Band A","Count",5
"2005","S01002085","Band A","Count",4
"2008","S01002085","Band A","Count",5
"2007","S01002085","Band A","Count",5
"2013","S01002085","Band A","Count",6
"2003","S01002085","Band B","Count",54
"2005","S01002085","Band B","Count",55
"2006","S01002085","Band B","Count",55
"2007","S01002085","Band B","Count",55
"2008","S01002085","Band B","Count",55
"2009","S01002085","Band B","Count",55
"2013","S01002085","Band B","Count",53
"2012","S01002085","Band B","Count",54
"2004","S01002085","Band B","Count",54
"2010","S01002085","Band B","Count",55
"2011","S01002085","Band B","Count",55
"2008","S01002085","Band C","Count",100
"2004","S01002085","Band C","Count",98
"2010","S01002085","Band C","Count",100
"2007","S01002085","Band C","Count",100
"2005","S01002085","Band C","Count",98
"2006","S01002085","Band C","Count",99
"2011","S01002085","Band C","Count",100
"2012","S01002085","Band C","Count",100
"2013","S01002085","Band C","Count",100
"2003","S01002085","Band C","Count",98
"2009","S01002085","Band C","Count",100
"2005","S01002085","Band D","Count",37
"2007","S01002085","Band D","Count",83
"2011","S01002085","Band D","Count",80
"2008","S01002085","Band D","Count",81
"2003","S01002085","Band D","Count",37
"2013","S01002085","Band D","Count",81
"2009","S01002085","Band D","Count",81
"2012","S01002085","Band D","Count",81
"2010","S01002085","Band D","Count",80
"2006","S01002085","Band D","Count",38
"2004","S01002085","Band D","Count",37
"2005","S01002085","Band E","Count",81
"2004","S01002085","Band E","Count",80
"2004","S01002085","Band A","Ratio","1.75"
"2011","S01002085","Band A","Ratio","1.45"
"2010","S01002085","Band A","Ratio","1.45"
"2008","S01002085","Bands A-C","Ratio","46.11"
"2004","S01002085","Bands A-C","Ratio","55.09"
"2012","S01002085","Band A","Ratio","1.73"
"2013","S01002085","Bands A-C","Ratio","46.09"
"2007","S01002085","Bands A-C","Ratio","45.85"
"2009","S01002085","Bands D-E","Ratio","50.43"
"2006","S01002085","Bands D-E","Ratio","41.18"
"2009","S01002085","Band A","Ratio","1.44"
"2008","S01002085","Band A","Ratio","1.44"
"2008","S01002085","Bands D-E","Ratio","50.43"
"2005","S01002085","Band A","Ratio","1.4"
"2011","S01002085","Bands D-E","Ratio","50.14"
"2013","S01002085","Band A","Ratio","1.74"
"2005","S01002085","Bands D-E","Ratio","41.26"
"2007","S01002085","Band A","Ratio","1.43"
"2003","S01002085","Band A","Ratio","1.75"
"2006","S01002085","Band A","Ratio","1.73"
"2010","S01002085","Bands D-E","Ratio",50
"2012","S01002085","Bands D-E","Ratio","50.43"
"2013","S01002085","Bands D-E","Ratio","50.43"
"2007","S01002085","Bands D-E","Ratio","50.72"
"2004","S01002085","Bands F-H","Ratio","3.86"
"2011","S01002085","Bands F-H","Ratio","3.48"
"2010","S01002085","Bands F-H","Ratio","3.49"
"2009","S01002085","Bands F-H","Ratio","3.46"
"2008","S01002085","Bands F-H","Ratio","3.46"
"2007","S01002085","Bands F-H","Ratio","3.44"
"2013","S01002085","Bands F-H","Ratio","3.48"
"2006","S01002085","Bands F-H","Ratio","3.81"
"2003","S01002085","Bands F-H","Ratio","3.86"
"2005","S01002085","Bands F-H","Ratio","3.85"
"2012","S01002085","Bands F-H","Ratio","3.46"
"2003","S01002085","Bands A-C","Ratio","55.09"
"2011","S01002085","Bands A-C","Ratio","46.38"
"2006","S01002085","Bands A-C","Ratio","55.02"
"2005","S01002085","Bands A-C","Ratio","54.9"
"2009","S01002085","Bands A-C","Ratio","46.11"
"2012","S01002085","Bands A-C","Ratio","46.11"
"2010","S01002085","Bands A-C","Ratio","46.51"
